job_title,skills,experience,salary,location,company,job_type,rating,remote
Data Analyst,"python,sql,excel",2,40097,Pune,StartupX,Full-time,3.2,No
AI Engineer,"python,ml,dl,nlp",1,50282,Pune,StartupX,Part-time,4.4,Yes
Web Developer,"html,css,js",1,89601,Remote,Infosys,Part-time,5.0,No
Data Analyst,"python,sql,excel",1,79484,Bangalore,Microsoft,Part-time,4.1,No
Data Engineer,"python,spark,sql",2,79557,Pune,Infosys,Full-time,4.0,No
Business Analyst,"excel,sql,powerbi",4,93085,Remote,Microsoft,Part-time,3.4,Yes
ML Engineer,"python,ml,dl",4,59345,Mumbai,Google,Full-time,4.0,No
Data Analyst,"python,sql,excel",4,39381,Remote,Infosys,Full-time,4.3,No
Data Analyst,"python,sql,excel",2,85458,Bangalore,Infosys,Full-time,4.9,Yes
AI Engineer,"python,ml,dl,nlp",4,114958,Mumbai,Microsoft,Full-time,4.3,No
Data Scientist,"python,ml,statistics",3,45702,Mumbai,TCS,Full-time,4.2,Yes
Data Analyst,"python,sql,excel",4,111200,Remote,Microsoft,Part-time,4.5,Yes
Backend Developer,"python,django,api",4,40676,Mumbai,Google,Part-time,4.9,No
Data Engineer,"python,spark,sql",1,92134,Pune,StartupX,Full-time,4.9,No
Data Analyst,"python,sql,excel",2,31285,Delhi,StartupX,Full-time,4.2,Yes
Software Engineer,"java,python,oop",2,38260,Delhi,TCS,Full-time,4.0,Yes
Data Scientist,"python,ml,statistics",2,32921,Delhi,Microsoft,Part-time,4.9,No
ML Engineer,"python,ml,dl",3,63955,Bangalore,TCS,Part-time,3.3,No
Data Engineer,"python,spark,sql",1,97475,Remote,Infosys,Part-time,3.6,No
AI Engineer,"python,ml,dl,nlp",2,108748,Bangalore,StartupX,Part-time,4.8,No
Web Developer,"html,css,js",2,41207,Pune,Google,Part-time,4.8,Yes
Web Developer,"html,css,js",3,48899,Remote,Microsoft,Part-time,4.1,No
Business Analyst,"excel,sql,powerbi",2,61305,Delhi,Infosys,Part-time,4.7,No
AI Engineer,"python,ml,dl,nlp",2,75856,Bangalore,Infosys,Part-time,3.0,Yes
ML Engineer,"python,ml,dl",4,112492,Delhi,Google,Full-time,4.2,Yes
Data Engineer,"python,spark,sql",1,86697,Remote,Google,Full-time,4.4,Yes
Data Scientist,"python,ml,statistics",1,92941,Delhi,TCS,Part-time,3.2,No
Data Engineer,"python,spark,sql",4,42925,Remote,Google,Full-time,3.7,No
Data Analyst,"python,sql,excel",1,68404,Remote,Google,Part-time,3.1,No
Data Engineer,"python,spark,sql",3,106140,Mumbai,Google,Part-time,4.7,Yes
Web Developer,"html,css,js",1,76915,Delhi,StartupX,Part-time,4.4,No
Data Analyst,"python,sql,excel",4,52360,Bangalore,Microsoft,Full-time,4.1,No
Software Engineer,"java,python,oop",4,94225,Mumbai,Infosys,Full-time,5.0,Yes
AI Engineer,"python,ml,dl,nlp",2,91131,Bangalore,TCS,Part-time,3.0,No
Data Scientist,"python,ml,statistics",1,49289,Mumbai,Google,Part-time,5.0,No
AI Engineer,"python,ml,dl,nlp",2,81000,Pune,TCS,Part-time,4.6,No
Web Developer,"html,css,js",1,54802,Mumbai,Microsoft,Part-time,4.1,No
ML Engineer,"python,ml,dl",2,75184,Delhi,Microsoft,Full-time,3.3,No
Data Analyst,"python,sql,excel",3,109145,Bangalore,StartupX,Full-time,3.2,Yes
Software Engineer,"java,python,oop",3,64869,Remote,StartupX,Full-time,3.0,No
Software Engineer,"java,python,oop",2,106583,Remote,TCS,Full-time,4.6,Yes
Web Developer,"html,css,js",2,90719,Pune,Google,Full-time,4.7,Yes
Web Developer,"html,css,js",1,115667,Pune,StartupX,Full-time,3.3,No
Data Engineer,"python,spark,sql",1,118692,Delhi,StartupX,Part-time,4.9,No
Software Engineer,"java,python,oop",3,118500,Mumbai,Google,Part-time,3.6,Yes
ML Engineer,"python,ml,dl",1,107123,Delhi,Infosys,Part-time,4.9,No
ML Engineer,"python,ml,dl",4,112367,Remote,Google,Part-time,4.5,Yes
AI Engineer,"python,ml,dl,nlp",3,77670,Delhi,StartupX,Part-time,4.2,No
Web Developer,"html,css,js",2,86294,Remote,TCS,Full-time,3.9,Yes
Web Developer,"html,css,js",3,101230,Delhi,TCS,Full-time,3.3,Yes
Software Engineer,"java,python,oop",4,68956,Delhi,TCS,Full-time,4.7,No
AI Engineer,"python,ml,dl,nlp",4,99178,Pune,Infosys,Full-time,4.2,No
Business Analyst,"excel,sql,powerbi",1,68832,Remote,Microsoft,Part-time,4.6,No
Backend Developer,"python,django,api",3,33380,Mumbai,TCS,Full-time,3.4,Yes
Backend Developer,"python,django,api",1,72307,Pune,TCS,Part-time,4.1,Yes
AI Engineer,"python,ml,dl,nlp",1,100887,Bangalore,Microsoft,Full-time,4.8,No
Web Developer,"html,css,js",4,36200,Mumbai,Google,Part-time,4.8,Yes
Data Engineer,"python,spark,sql",2,68761,Remote,TCS,Part-time,4.8,Yes
Data Analyst,"python,sql,excel",3,119922,Delhi,TCS,Full-time,5.0,No
Business Analyst,"excel,sql,powerbi",3,78438,Remote,TCS,Full-time,4.0,Yes
Business Analyst,"excel,sql,powerbi",2,89195,Pune,Google,Full-time,3.5,No
Data Analyst,"python,sql,excel",1,81855,Remote,Google,Full-time,5.0,Yes
ML Engineer,"python,ml,dl",4,93894,Pune,TCS,Part-time,3.3,Yes
Data Scientist,"python,ml,statistics",1,32665,Mumbai,StartupX,Part-time,3.9,No
Data Analyst,"python,sql,excel",4,69334,Pune,Microsoft,Part-time,4.6,Yes
Web Developer,"html,css,js",2,96454,Mumbai,Infosys,Full-time,4.3,Yes
ML Engineer,"python,ml,dl",4,46134,Pune,Google,Part-time,5.0,No
Software Engineer,"java,python,oop",1,66941,Mumbai,Google,Full-time,4.4,No
Business Analyst,"excel,sql,powerbi",3,118743,Bangalore,TCS,Part-time,3.2,Yes
Business Analyst,"excel,sql,powerbi",3,73099,Delhi,StartupX,Full-time,4.5,Yes
Backend Developer,"python,django,api",1,56271,Bangalore,Infosys,Full-time,3.7,Yes
Backend Developer,"python,django,api",3,105854,Remote,Microsoft,Full-time,3.4,No
Software Engineer,"java,python,oop",2,82302,Delhi,Google,Part-time,4.8,No
AI Engineer,"python,ml,dl,nlp",4,50341,Pune,StartupX,Part-time,3.8,No
AI Engineer,"python,ml,dl,nlp",4,116544,Delhi,Google,Part-time,4.5,No
Business Analyst,"excel,sql,powerbi",3,55231,Delhi,Google,Part-time,4.4,Yes
ML Engineer,"python,ml,dl",2,88892,Mumbai,TCS,Full-time,4.8,Yes
Software Engineer,"java,python,oop",2,48597,Delhi,Infosys,Full-time,3.1,Yes
Business Analyst,"excel,sql,powerbi",2,77733,Remote,StartupX,Part-time,4.2,No
Web Developer,"html,css,js",1,38818,Remote,StartupX,Full-time,4.7,No
Software Engineer,"java,python,oop",2,56192,Mumbai,TCS,Part-time,4.6,No
Data Scientist,"python,ml,statistics",1,35337,Delhi,TCS,Full-time,3.7,No
Data Scientist,"python,ml,statistics",2,83619,Pune,Google,Full-time,3.4,No
Backend Developer,"python,django,api",4,53880,Delhi,Infosys,Part-time,4.6,No
AI Engineer,"python,ml,dl,nlp",4,94901,Mumbai,Microsoft,Part-time,3.5,Yes
Software Engineer,"java,python,oop",3,55483,Pune,StartupX,Full-time,4.6,Yes
Business Analyst,"excel,sql,powerbi",3,114293,Pune,Microsoft,Full-time,4.8,No
Backend Developer,"python,django,api",1,31070,Bangalore,TCS,Part-time,5.0,Yes
Data Scientist,"python,ml,statistics",2,92841,Bangalore,TCS,Part-time,4.3,Yes
ML Engineer,"python,ml,dl",1,76920,Pune,Infosys,Part-time,3.4,Yes
ML Engineer,"python,ml,dl",4,50599,Bangalore,StartupX,Full-time,3.8,Yes
Business Analyst,"excel,sql,powerbi",4,57401,Delhi,Microsoft,Full-time,4.5,No
ML Engineer,"python,ml,dl",1,87423,Bangalore,Microsoft,Full-time,3.8,No
Web Developer,"html,css,js",3,51154,Delhi,Google,Part-time,4.8,No
AI Engineer,"python,ml,dl,nlp",3,86102,Pune,TCS,Full-time,4.9,No
Backend Developer,"python,django,api",3,84941,Remote,Microsoft,Part-time,3.9,No
ML Engineer,"python,ml,dl",1,73778,Pune,StartupX,Full-time,4.8,No
Data Analyst,"python,sql,excel",4,78588,Bangalore,Microsoft,Part-time,3.2,Yes
ML Engineer,"python,ml,dl",3,53457,Remote,Google,Full-time,4.9,No
AI Engineer,"python,ml,dl,nlp",1,85100,Delhi,Microsoft,Part-time,4.6,No
Data Analyst,"python,sql,excel",1,81648,Pune,Microsoft,Part-time,3.7,Yes
Data Engineer,"python,spark,sql",2,109822,Bangalore,StartupX,Full-time,4.9,No
ML Engineer,"python,ml,dl",4,103006,Bangalore,Microsoft,Part-time,3.7,Yes
Data Scientist,"python,ml,statistics",3,96042,Pune,StartupX,Part-time,4.4,Yes
Web Developer,"html,css,js",2,60052,Delhi,Microsoft,Part-time,4.1,Yes
Data Scientist,"python,ml,statistics",4,62758,Remote,StartupX,Part-time,4.5,No
Web Developer,"html,css,js",2,116420,Remote,StartupX,Part-time,3.7,Yes
Software Engineer,"java,python,oop",2,104737,Mumbai,Google,Full-time,4.3,No
Data Engineer,"python,spark,sql",2,115656,Mumbai,Google,Part-time,3.4,Yes
Business Analyst,"excel,sql,powerbi",4,86010,Pune,Google,Full-time,4.2,No
AI Engineer,"python,ml,dl,nlp",2,107286,Mumbai,TCS,Part-time,3.7,Yes
Data Engineer,"python,spark,sql",4,96197,Remote,TCS,Part-time,3.3,No
Data Scientist,"python,ml,statistics",1,42172,Remote,Google,Full-time,4.0,No
Data Engineer,"python,spark,sql",2,114722,Delhi,Infosys,Part-time,4.1,No
Data Analyst,"python,sql,excel",1,105399,Delhi,TCS,Part-time,3.9,No
Data Scientist,"python,ml,statistics",3,72684,Delhi,Microsoft,Full-time,3.6,No
Data Scientist,"python,ml,statistics",4,38161,Remote,Microsoft,Full-time,3.5,Yes
Data Engineer,"python,spark,sql",1,110927,Mumbai,TCS,Part-time,4.6,Yes
Data Scientist,"python,ml,statistics",3,47017,Mumbai,Infosys,Part-time,3.3,Yes
ML Engineer,"python,ml,dl",4,80470,Remote,Microsoft,Part-time,3.7,Yes
Backend Developer,"python,django,api",2,118911,Mumbai,TCS,Part-time,4.4,Yes
Software Engineer,"java,python,oop",2,84579,Remote,Infosys,Part-time,3.7,No
Backend Developer,"python,django,api",2,66316,Bangalore,Microsoft,Part-time,5.0,No
AI Engineer,"python,ml,dl,nlp",4,112579,Delhi,Microsoft,Part-time,3.8,Yes
Web Developer,"html,css,js",3,115996,Pune,Microsoft,Part-time,4.1,Yes
ML Engineer,"python,ml,dl",4,109620,Remote,Microsoft,Full-time,3.0,No
Data Analyst,"python,sql,excel",4,73209,Mumbai,Google,Part-time,4.5,Yes
Data Engineer,"python,spark,sql",4,64162,Remote,Infosys,Full-time,4.7,No
ML Engineer,"python,ml,dl",2,65634,Remote,TCS,Full-time,3.7,No
Web Developer,"html,css,js",2,110667,Bangalore,Google,Part-time,3.0,No
Software Engineer,"java,python,oop",4,80298,Mumbai,Microsoft,Part-time,4.1,Yes
ML Engineer,"python,ml,dl",3,94382,Bangalore,Infosys,Full-time,4.9,Yes
AI Engineer,"python,ml,dl,nlp",1,103746,Delhi,StartupX,Part-time,4.5,Yes
Software Engineer,"java,python,oop",3,39047,Remote,Google,Part-time,3.0,No
Software Engineer,"java,python,oop",3,90782,Pune,Google,Part-time,4.9,Yes
Data Analyst,"python,sql,excel",2,82971,Pune,StartupX,Part-time,4.4,No
Backend Developer,"python,django,api",1,75925,Remote,Infosys,Full-time,3.3,Yes
Data Scientist,"python,ml,statistics",4,76648,Delhi,Google,Full-time,3.4,Yes
Business Analyst,"excel,sql,powerbi",1,67916,Remote,Google,Part-time,3.9,Yes
Business Analyst,"excel,sql,powerbi",1,107892,Delhi,StartupX,Part-time,4.5,No
Data Engineer,"python,spark,sql",3,113092,Bangalore,TCS,Part-time,3.8,Yes
Web Developer,"html,css,js",4,119888,Pune,Infosys,Full-time,4.3,Yes
Business Analyst,"excel,sql,powerbi",4,107439,Remote,Google,Full-time,4.6,No
Backend Developer,"python,django,api",2,69098,Delhi,Microsoft,Part-time,3.6,Yes
Web Developer,"html,css,js",1,103916,Pune,TCS,Full-time,4.1,No
Business Analyst,"excel,sql,powerbi",1,65920,Bangalore,TCS,Full-time,3.5,No
Business Analyst,"excel,sql,powerbi",3,36711,Mumbai,Microsoft,Full-time,4.6,Yes
Business Analyst,"excel,sql,powerbi",2,33406,Mumbai,Infosys,Part-time,4.5,Yes
Data Analyst,"python,sql,excel",1,60453,Pune,Infosys,Part-time,4.2,No
AI Engineer,"python,ml,dl,nlp",3,53959,Remote,TCS,Part-time,3.7,No
Data Scientist,"python,ml,statistics",1,105072,Remote,TCS,Part-time,4.7,No
Data Engineer,"python,spark,sql",3,82831,Remote,Microsoft,Part-time,3.7,No
ML Engineer,"python,ml,dl",4,106041,Remote,TCS,Full-time,4.1,No
Business Analyst,"excel,sql,powerbi",1,41756,Mumbai,StartupX,Full-time,4.5,No
ML Engineer,"python,ml,dl",4,117371,Remote,TCS,Part-time,3.9,Yes
Backend Developer,"python,django,api",2,60275,Bangalore,Microsoft,Full-time,3.2,Yes
Software Engineer,"java,python,oop",1,42671,Bangalore,Microsoft,Part-time,4.8,No
Data Scientist,"python,ml,statistics",3,45738,Delhi,Microsoft,Full-time,3.9,No
Data Engineer,"python,spark,sql",4,49682,Delhi,Infosys,Full-time,3.4,No
AI Engineer,"python,ml,dl,nlp",4,84909,Mumbai,StartupX,Part-time,4.3,No
Backend Developer,"python,django,api",2,71040,Remote,TCS,Full-time,4.9,Yes
AI Engineer,"python,ml,dl,nlp",3,51990,Remote,TCS,Part-time,3.6,No
ML Engineer,"python,ml,dl",2,74728,Mumbai,Google,Part-time,3.5,No
AI Engineer,"python,ml,dl,nlp",4,48805,Remote,StartupX,Part-time,3.9,Yes
Business Analyst,"excel,sql,powerbi",2,116775,Delhi,TCS,Part-time,3.6,No
Backend Developer,"python,django,api",1,97769,Bangalore,TCS,Part-time,4.2,Yes
Web Developer,"html,css,js",2,85470,Delhi,Microsoft,Part-time,3.8,Yes
Business Analyst,"excel,sql,powerbi",2,90601,Bangalore,Google,Part-time,3.9,Yes
Software Engineer,"java,python,oop",1,43241,Bangalore,Infosys,Part-time,3.4,Yes
Data Analyst,"python,sql,excel",4,104145,Mumbai,StartupX,Full-time,3.1,Yes
ML Engineer,"python,ml,dl",4,72638,Bangalore,TCS,Part-time,4.7,Yes
Software Engineer,"java,python,oop",4,87788,Delhi,Infosys,Full-time,3.8,No
Backend Developer,"python,django,api",3,115471,Remote,StartupX,Full-time,4.1,Yes
AI Engineer,"python,ml,dl,nlp",4,119299,Delhi,Infosys,Full-time,3.4,Yes
Data Scientist,"python,ml,statistics",3,109590,Delhi,TCS,Full-time,3.9,No
